1084,12 SOUTH MAIN ST,MIDDLEBORO,MA,
1085,15 CENTRE ST,MIDDLEBORO,MA,
1086,89 EAST GROVE ST,MIDDLEBORO,MA,
1087,168 BARNSTABLE RD,BARNSTABLE,MA,
1088,23 TAUNTON ST,MIDDLEBORO,MA,
1089,ORCHARD CR,MIDDLETON,MA,
1090,MEMORIAL DR (OR LOCUST ST),MIDDLETON,MA,
1091,59 NORTH MAIN ST,MIDDLETON,MA,
1092,MAHER CT,MILFORD,MA,
1093,LUBY AVE,MILFORD,MA,
1094,FAIRFIELD CT,MILFORD,MA,
1095,GREENLEAF TR,MILFORD,MA,
1096,148 WEST MAIN ST,BARNSTABLE,MA,
1097,BIRMINGHAM CT,MILFORD,MA,
1098,WILLOW CT,MILFORD,MA,
1099,VICKI LN,MILFORD,MA,
1100,ROLLING GREEN DR,MILFORD,MA,
1101,95 ELM ST,MILLBURY,MA,
1102,30 MAIN ST;  IYANOUGH VILLAGE UNIT 12B,BARNSTABLE,MA,
1103,10 COLONIAL DR,MILLBURY,MA,
1104,2 PEARL ST,MILLBURY,MA,
1105,310 EXCHANGE ST,MILLIS,MA,
1106,411 UNION ST,MILLIS,MA,
1107,6-24 DANIELS ST,MILLIS,MA,
1108,* HERITAGE PATH,MILLIS,MA,
1109,71 SHAW AVE,ABINGTON,MA,
1110,979 FALMOUTH RD,BARNSTABLE,MA,
1111,65 MILLER AVE,MILTON,MA,
1112,121 CENTRAL AVE,MILTON,MA,
1113,753 BLUE HILL AVE,MILTON,MA,
1114,TUCKER ST,MILTON,MA,
1115,30 CURTIS RD,MILTON,MA,
1116,HIGHLAND & CANTON AVES,MILTON,MA,
1117,600 CANTON AVE,MILTON,MA,
1118,50 COLONIAL VILLAGE,MONSON,MA,
1119,5 LOWER HAMPDEN RD,MONSON,MA,
1120,39 STATE ST,MONSON,MA,
1121,70 MAIN ST,MONSON,MA,
1122,446 MILLERS FALLS RD,MONTAGUE,MA,
1123,328 CENTERVILLE AVE,BARNSTABLE,MA,
1124,"152,118,175 AVE A, 11-19, 18,25 4TH STS",MONTAGUE,MA,
1125,SPRING/EMERALD ROADS,NAHANT,MA,
1126,194 NAHANT RD,NAHANT,MA,
1127,22-30 GREYSTONE RD,NAHANT,MA,
1128,3 MANTA DR,NANTUCKET,MA,
1129,144 ORANGE ST,NANTUCKET,MA,
1130,CURVE/HIGH STS,NATICK,MA,
1131,CEDAR TR,NATICK,MA,
1132,4 COTTAGE ST,NATICK,MA,
1133,72 SOUTH MAIN ST,NATICK,MA,
1134,17 & 18 WEST HILL PARK,NATICK,MA,
1135,201 POND ST,NATICK,MA,
1136, 1 WESTVIEW,NATICK,MA,
1137, 2 HUNTER HILL ST,NATICK,MA,
1138, 6 PLAIN ST,NATICK,MA,
1139,106-108 PONDST,NATICK,MA,
1140,11 SCHOOL ST,NATICK,MA,
1141,13 SCHOOL ST,NATICK,MA,
1142,15 SCHOOL ST,NATICK,MA,
1143,17 SCHOOL ST,NATICK,MA,
1144,5 SCHOOL ST,NATICK,MA,
1145,7 SCHOOL ST,NATICK,MA,
1146,9 SCHOOL ST,NATICK,MA,
1147,1 WEST HILL PARK,NATICK,MA,
1148,10 WEST HILL PARK,NATICK,MA,
1149,11 WEST HILL PARK,NATICK,MA,
1150,12 WEST HILL PARK,NATICK,MA,
1151,13 WEST HILL PARK,NATICK,MA,
1152,14 WEST HILL PARK,NATICK,MA,
1153,15 WEST HILL PARK,NATICK,MA,
1154,16 WEST HILL PARK,NATICK,MA,
1155,2 WEST HILL PARK,NATICK,MA,
1156,3 WEST HILL PARK,NATICK,MA,
1157,4 WEST HILL PARK,NATICK,MA,
1158,5 WEST HILL PARK,NATICK,MA,
1159,6 WEST HILL PARK,NATICK,MA,
1160,7 WEST HILL PARK,NATICK,MA,
1161,8 WEST HILL PARK,NATICK,MA,
1162,9 WEST HILL PARK,NATICK,MA,
1163,8 NATICK VILLAGE WAY,NATICK,MA,
1164,MILL ST,NATICK,MA,
1165,12-13 WALNUT ST,NATICK,MA,
1166,SEABEDS WAY/CAPT ROBT COOK DR,NEEDHAM,MA,
1167,YURICK/FAIRVIEW/LINDEN/MEMORIAL/MURPHY/SUMMIT/HIGH ROCK,NEEDHAM,MA,
1168,940 WEST MAIN ST,BARNSTABLE,MA,
1169,138-158 LINDEN ST,NEEDHAM,MA,
1170,166-188 LINDEN ST,NEEDHAM,MA,
1171,15-42 CHAMBERS ST,NEEDHAM,MA,
1172,1415 GREAT PLAIN AVE,NEEDHAM,MA,
1173,111 HIGHLAND AVE,NEEDHAM,MA,
1174,262 MARKED TREE RD,NEEDHAM,MA,
1175,1035 CENTRAL AVE,NEEDHAM,MA,
1176,929 WEBSTER ST,NEEDHAM,MA,
1177,299 WEBSTER ST,NEEDHAM,MA,
1178,98 PLEASANT ST,BARNSTABLE,MA,
1179,134 SOUTH SECOND ST,NEW BEDFORD,MA,
1180,"52 WALKER, HARVARD, HATHAWAY RD, HIGHLAND, MALDEN, SHAWMUT AVE, YALE STS",NEW BEDFORD,MA,
1181,525 COGGESHALL ST/ 95A PECKHAM,NEW BEDFORD,MA,
1182,"159 FILMORE ST, MT PLEASANT, MYRTLE, MONROE, VAN BUREN STS",NEW BEDFORD,MA,
1183,550 LINCOLN ROAD EXTENSION,BARNSTABLE,MA,
1184,725 PLEASANT ST,NEW BEDFORD,MA,
1185,12 RUTH ST,NEW BEDFORD,MA,
1186,153-154 SOUTH SECOND ST,NEW BEDFORD,MA,
1187,1068 & 1070 MT PLEASANT ST,NEW BEDFORD,MA,
1188,52 & 54 RICHMOND ST; LOFTUS & CHURCH ST,NEW BEDFORD,MA,
1189,"353-361 SAWYER; CHURCH, BOURNE",NEW BEDFORD,MA,
1190,742 SHAWMUT AVE,NEW BEDFORD,MA,
1191,"2-12, 18-20 AUSTIN CT; 1311-1315, 1321-1327 PLEASANT ST",NEW BEDFORD,MA,
1192,"112, 116 PLEASANT ST; 111 ACUSHNET AVE; 153-155 BLACKMER ST",NEW BEDFORD,MA,
1193,379 COUNTY ST,NEW BEDFORD,MA,
1194,280-282 ACUSHNET AVE,NEW BEDFORD,MA,
1195,790 BROCK AVE,NEW BEDFORD,MA,
1196,"6-20 HAZARD CT, 1-7 AUSTIN CT",NEW BEDFORD,MA,
1197,319 KEMPTON/SUMMER ST/(276 COTTAGE ST?),NEW BEDFORD,MA,
1198,101 NYE ST,NEW BEDFORD,MA,
1199,850 PLEASANT ST,NEW BEDFORD,MA,
1200,63 PINE ST,BARNSTABLE,MA,
1201,1074 PLEASANT ST,NEW BEDFORD,MA,
1202,347 PLEASANT ST,NEW BEDFORD,MA,
1203,800 PLEASANT ST,NEW BEDFORD,MA,
1204,"7, 8, 8R, 23 ROOSEVELT ST",NEW BEDFORD,MA,
1205,"22, 40, 49 ROOSEVELT ST",NEW BEDFORD,MA,
1206,858 & 862 SOUTH FIRST ST,NEW BEDFORD,MA,
1207,211-217 DEANE ST,NEW BEDFORD,MA,
1208,1959 PURCHASE ST,NEW BEDFORD,MA,
1209,1851 PURCHASE ST,NEW BEDFORD,MA,
1210,1168 ACUSHNET AVE,NEW BEDFORD,MA,
1211,398 UNION ST,NEW BEDFORD,MA,
1212,99 ACUSHNET AV/ 347 SOUTH 2ND ST; 163 WALNUT ST; 9 BEDFORD ST; 68 SOUTH ST,NEW BEDFORD,MA,
1213,717 COUNTY,NEW BEDFORD,MA,
1214,20 WILLIS ST,NEW BEDFORD,MA,
1215,"2,4 HAZARD CT;172-191 STATE ST; 9-19 AUSTIN CT",NEW BEDFORD,MA,
1216,115 MAIN ST,NEWBURY,MA,
1217,93 STOREY AVE,NEWBURYPORT,MA,
1218,32 LOW ST,NEWBURYPORT,MA,
1219,720 PITCHERS WAY,BARNSTABLE,MA,
1220,1 CHARLES ST,NEWBURYPORT,MA,
1221,674-690 WATERTOWN ST,NEWTON,MA,
1222,111 JF KENNEDY CR,NEWTON,MA,
1223,46 ASH ST,NEWTON,MA,
1224,21 PARKER ST,NEWTON,MA,
1225,FLORENCE ST,NEWTON,MA,
1226,234 CENTRAL ST,NEWTON,MA,
1227,76 THURSTON ST,NEWTON,MA,
1228,541 GROVE ST,NEWTON,MA,
1229,239 WATERTOWN ST,NEWTON,MA,
1230,82 LINCOLN ST,NEWTON,MA,
1231,14 WILSON ST,NEWTON,MA,
1232,181 OAK ST & CHESTNUT ST,NEWTON,MA,
1233,21 BONTEMPO RD,NEWTON,MA,
1234, 22 MUNROE ST,NEWTON,MA,
1235, 24 MUNROE ST,NEWTON,MA,
1236, 278 NEWTONVILLE AVE,NEWTON,MA,
1237,276 NEWTONVILLE AVE,NEWTON,MA,
1238,"276-278 NEWTONVILLE AVE, 22-24 MUNROE ST",NEWTON,MA,
1239,601 WINCHESTER ST,NEWTON,MA,
1240,677 WINCHESTER ST,NEWTON,MA,
1241,195 SUMNER ST,NEWTON,MA,
1242,538 CALIFORNIA ST,NEWTON,MA,
1243,390 NEWTONVILLE AVE,NEWTON,MA,
1244, 20 COYNE RD,NEWTON,MA,
1245, 22 COYNE RD,NEWTON,MA,
1246,18 COYNE RD,NEWTON,MA,
1247,18-22 COYNE RD,NEWTON,MA,
1248, 38 CRESCENT ST,NEWTON,MA,
1249, 40 CRESCENT ST,NEWTON,MA,
1250,36 CRESCENT ST,NEWTON,MA,
1251,36-48 CRESCENT ST,NEWTON,MA,
1252,42 CRESCENT ST,NEWTON,MA,
1253,44 CRESCENT ST,NEWTON,MA,
1254,46 CRESCENT ST,NEWTON,MA,
1255,48 CRESCENT ST,NEWTON,MA,
1256,14 NONANTUM PL,NEWTON,MA,
1257,160 STANTON AVE,NEWTON,MA,
1258,27-80 HAMLET ST,NEWTON,MA,
1259,430 CENTRE  ST,NEWTON,MA,
1260,1751 WASHINGTON ST,NEWTON,MA,
1261,32-50 PINE ST,NEWTON,MA,
1262,14 NEWTONVILLE AVE,NEWTON,MA,
1263,2281 WASHINGTON ST,NEWTON,MA,
1264,88 CHESTNUT ST,NEWTON,MA,
1265,1600 WASHINGTON ST,NEWTON,MA,
1266,7 HEREWARD RD,NEWTON,MA,
1267,276 CHURCH ST,NEWTON,MA,
1268,228 WEBSTER ST,NEWTON,MA,
1269,40 ORCHARD AVE WEST,NEWTON,MA,
1270,117 OSBOURNE PATH,NEWTON,MA,
1271,33 ROCKWOOD RD,NORFOLK,MA,
1272,ARNOLD RD,NORFOLK,MA,
1273,150 ASHLAND ST,NORTH ADAMS,MA,
1274,"48 ANGEL, SPERRY, LINCOLN, GREYLOCK, SUTTON, SULLIVAN, ISBELL  STS",NORTH ADAMS,MA,
1275,45 SPRING ST,NORTH ADAMS,MA,
1276,85-178 BARBOUR ST,NORTH ADAMS,MA,
1277,611 STATE RD,NORTH ADAMS,MA,
1278,201 MOHAWK TRAIL,NORTH ADAMS,MA,
1279,85 EAGLE ST,NORTH ADAMS,MA,
1280,"176 UNION, 8-10 RAND ST",NORTH ADAMS,MA,
1281,93 PLEASANT ST,BARNSTABLE,MA,
1282,22 S WASHINGTON ST,NORTH ATTLEBORO,MA,
1283,103 HOPE ST,NORTH ATTLEBORO,MA,
1284,271 MAIN ST,NORTH BROOKFIELD,MA,
1285,24 GROVE ST,NORTH BROOKFIELD,MA,
1286,67 WARD ST,NORTH BROOKFIELD,MA,
1287,301 WEST MAIN ST,BARNSTABLE,MA,
1288,PEABODY CT,NORTH READING,MA,
1289,53 SWAN POND RD,NORTH READING,MA,
1290,333 PARK ST,NORTH READING,MA,
1291,178 FLORENCE RD,NORTHAMPTON,MA,
1292,49 OLD SOUTH ST,NORTHAMPTON,MA,
1293,241 JACKSON ST,NORTHAMPTON,MA,
1294,35 FRUIT ST,NORTHAMPTON,MA,
1295,137 HIGH ST,NORTHAMPTON,MA,
1296,81 CONZ  ST,NORTHAMPTON,MA,
1297,256 STATE ST,NORTHAMPTON,MA,
1298,56 MAPLE ST; FLORENCE ST,NORTHAMPTON,MA,
1299,96 BRIDGE ST,NORTHAMPTON,MA,
1300,79 MICHELMAN AVE,NORTHAMPTON,MA,
1301,17 NORTH MAPLE ST,NORTHAMPTON,MA,
1302,82 BRIDGE ST,NORTHAMPTON,MA,
1303,125 PLEASANT ST,NORTHAMPTON,MA,
1304,71 PLEASANT ST,BARNSTABLE,MA,
1305,491 BRIDGE RD,NORTHAMPTON,MA,
1306,71 STATE ST/40 STODDARD ST,NORTHAMPTON,MA,
1307,720 PITCHER WAY,BARNSTABLE,MA,
1308,152 E MAIN ST,NORTHBORO,MA,
1309,26 VILLAGE DR,NORTHBORO,MA,
1310,3 CENTRE DR,NORTHBORO,MA,
1311,1-36 INTERVALE FARM RD,NORTHBORO,MA,
1312,59 MAIN ST,NORTHBORO,MA,
1313,1-24 HITCHING POST LN,NORTHBORO,MA,
1314,99 SUTTON ST,NORTHBRIDGE,MA,
1315,17&23  DOUGLAS RD; 10 LINWOOD AVE,NORTHBRIDGE,MA,
1316,49-59 D ST,NORTHBRIDGE,MA,
1317,"4-6,12-14,18-20 MCBRIDE ST, 37-47 TAFT ST",NORTHBRIDGE,MA,
1318,63 SCHOOL ST,NORTHBRIDGE,MA,
1319,2 CHESTNUT ST,NORTHBRIDGE,MA,
1320,88 MAIN ST,NORTHFIELD,MA,
1321,90 MAIN ST,NORTHFIELD,MA,
1322,120 W MAIN ST,NORTON,MA,
1323,156 TAUNTON AVE,NORTON,MA,
1324,1 NORTON GLEN RD,NORTON,MA,
1325,399 WASHINGTON ST,NORWELL,MA,
1326,27 ASSINIPPI AVE,NORWELL,MA,
1327,BROOKVIEW CR,NORWOOD,MA,
1328,ROOSEVELT AVE & JEFFERSON DR,NORWOOD,MA,
1329,40 WILLIAM SHYNE CR,NORWOOD,MA,
1330,NAHATAN ST,NORWOOD,MA,
1331,ADAMS ST/RAILROAD/WILLOW,NORWOOD,MA,
1332,13 ST GEORGE ST,NORWOOD,MA,
1333,18 CLAPBOARDTREE ST,NORWOOD,MA,
1334,WILSON & WALPOLE ST,NORWOOD,MA,
1335,50 VILLAGE RD,OAK BLUFFS,MA,
1336,200 E RIVER ST,ORANGE,MA,
1337,36 CONGRESS ST,ORANGE,MA,
1338,100-108 EAST MAIN ST,ORANGE,MA,
1339,120 OAK LAWN AVE,ORANGE,MA,
1340,66-68 WEST RIVER ST,ORANGE,MA,
1341,419 E RIVER RD/ HASTINGS FARM,ORANGE,MA,
1342,383 EAST RIVER ST,ORANGE,MA,
1343,94 HOPKINS LN,ORLEANS,MA,
1344,181 MAIN ST,ORLEANS,MA,
1345,53 MEETINGHOUSE RD,ORLEANS,MA,
1346,71 CANAL RD,ORLEANS,MA,
1347,3 TONSET RD,ORLEANS,MA,
1348,9 MAIN ST,ORLEANS,MA,
1349,23 WHEELOCK ST,OXFORD,MA,
1350,4216 MAIN ST,PALMER,MA,
1351,TANNERS CT,PEABODY,MA,
1352,VETERANS MEMORIAL DR,PEABODY,MA,
1353,BRESHNAHAN ST,PEABODY,MA,
1354,CONNOLLY TR,PEABODY,MA,
1355,EASTMAN PARK,PEABODY,MA,
1356,103 CENTRAL ST,PEABODY,MA,
1357,ROCKDALE PARK,PEABODY,MA,
1358,75 CENTRAL ST,PEABODY,MA,
1359,77 CENTRAL ST,PEABODY,MA,
1360,79 CENTRAL ST,PEABODY,MA,
1361,WILSON TR,PEABODY,MA,
1362,509 LOWELL ST,PEABODY,MA,
1363,347 LOWELL ST,PEABODY,MA,
1364,349 LOWELL ST,PEABODY,MA,
1365,59 ANDOVER DR,PEABODY,MA,
1366,GOLDBERG RD,PEABODY,MA,
1367,JACOB ST,PEABODY,MA,
1368,20 CENTRAL ST,PEABODY,MA,
1369,154 NEWBURY ST,PEABODY,MA,
1370,31 REED RD,PEABODY,MA,
1371,18 WALNUT ST,PEABODY,MA,
1372,12 CROWNINSHIELD ST,PEABODY,MA,
1373,18 CROWNINSHIELD ST,PEABODY,MA,
1374,98 CENTRAL ST,PEABODY,MA,
1375,ANDOVER ST,PEABODY,MA,
1376,* REDBERRY LN,PEABODY,MA,
1377,62 LYDIA FORD RD,PEMBROKE,MA,
1378,490 CENTER ST,PEMBROKE,MA,
1379,* REDWOOD CIR,PEMBROKE,MA,
1380,34 ELLIOT ST,PEMBROKE,MA,
1381,4 FOSTER ST,PEPPERELL,MA,
1382,8 FOSTER ST,PEPPERELL,MA,
1383,68 GROTON ST,PEPPERELL,MA,
1384,22-24 TUCKER ST,PEPPERELL,MA,
1385,65 COLUMBUS AVE,PITTSFIELD,MA,
1386,253 WAHCONAH ST,PITTSFIELD,MA,
1387,10 FRANCIS ST,PITTSFIELD,MA,
1388,240 FRANCIS AVE,PITTSFIELD,MA,
1389,379 EAST ST,PITTSFIELD,MA,
1390,193 ELBERON AVE,PITTSFIELD,MA,
1391,335 WAHCONAH ST,PITTSFIELD,MA,
1392,255 COLUMBUS AVE,PITTSFIELD,MA,
1393,135 SECOND ST,PITTSFIELD,MA,
1394,161 BRADFORD ST,PITTSFIELD,MA,
1395,21-23 KENT AVE,PITTSFIELD,MA,
1396,28 FIRST ST,PITTSFIELD,MA,
1397,3 ROSTONE PL,PITTSFIELD,MA,
1398,35 LINDEN ST,PITTSFIELD,MA,
1399,39 LINDEN ST,PITTSFIELD,MA,
1400,85 LINDEN ST,PITTSFIELD,MA,
1401,193 WENDELL AVE,PITTSFIELD,MA,
1402,176 COLUMBUS AVE,PITTSFIELD,MA,
1403,31 BRADFORD ST,PITTSFIELD,MA,
1404,99 SECOND ST/10 UNION ST,PITTSFIELD,MA,
1405,206 FRANCIS ST,PITTSFIELD,MA,
1406,41 APRIL LN,PITTSFIELD,MA,
1407,350 WEST ST,PITTSFIELD,MA,
1408,200 FRANCIS AVE,PITTSFIELD,MA,
1409,244 MAIN ST,ACTON,MA,
1410,246 MAIN ST,ACTON,MA,
1411,248 MAIN ST,ACTON,MA,
1412,1 MCLAUGHLIN PL,PITTSFIELD,MA,
1413,467 CRANE AVE,PITTSFIELD,MA,
1414,341 WEST ST,PITTSFIELD,MA,
1415,184-186 BRADFORD ST,PITTSFIELD,MA,
1416,1450 NORTH ST,PITTSFIELD,MA,
1417,7 TAUNTON ST,PLAINVILLE,MA,
1418,23 PRINCE ST,PLYMOUTH,MA,
1419,128 COURT ST,PLYMOUTH,MA,
1420,105 SOUTH ST,PLYMOUTH,MA,
1421,2512 HIGHLAND TR,PLYMOUTH,MA,
1422,165 COUNTY RD,PLYMPTON,MA,
1423,13 BOYLSTON AVE,PRINCETON,MA,
1424,44 HARRY KEMP WAY,PROVINCETOWN,MA,
1425,27A CONWELL ST,PROVINCETOWN,MA,
1426,214 BRADFORD ST,PROVINCETOWN,MA,
1427,35 CONWELL ST (AKA 35 HENSCHE LANE),PROVINCETOWN,MA,
1428,24 CAPTAIN BERTIE'S WAY,PROVINCETOWN,MA,
1429,73 BICKNELL ST,QUINCY,MA,
1430,109 CURTIS AVE,QUINCY,MA,
1431,146 RUGGLES LN,BARRE,MA,
1432,170 COPELAND ST,QUINCY,MA,
1433,95 MARTENSEN ST,QUINCY,MA,
1434,80 CLAY ST,QUINCY,MA,
1435,215 SAFFORD ST,QUINCY,MA,
1436,267 WATER ST,QUINCY,MA,
1437,75 SOUTH ST,QUINCY,MA,
1438,39 MAIN ST,BARRE,MA,
1439,93 CURTIS ST,QUINCY,MA,
1440,6-8 MECHANIC ST,QUINCY,MA,
1441,540 HANCOCK ST,QUINCY,MA,
1442,125 GRANITE ST,QUINCY,MA,
1443,25 SCHOOL ST,QUINCY,MA,
1444,20 RAILROAD AVE,BEDFORD,MA,
1445,10 WINTER ST,QUINCY,MA,
1446,57 REVERE RD,QUINCY,MA,
1447,1000 SOUTHERN ARTERY,QUINCY,MA,
1448,8-10 ROCKVIEW RD,QUINCY,MA,
1449,50-56 SPEAR ST,QUINCY,MA,
1450,45 BRACKETT ST,QUINCY,MA,
1451,191 BURGIN PKWY,QUINCY,MA,
1452,310 WATER ST,QUINCY,MA,
1453,91 CLAY ST,QUINCY,MA,
1454,58-62 WINTER ST,QUINCY,MA,
1455,25 BRIDLE PATH CR,RANDOLPH,MA,
1456,12 DUNSTER RD,BEDFORD,MA,
1457,640 NORTH MAIN ST,RANDOLPH,MA,
1458,100 LIBERTY PL,RANDOLPH,MA,
1459,18 PROSPECT ST,RANDOLPH,MA,
1460,75 MILL ST,RAYNHAM,MA,
1461,587 KING ST,RAYNHAM,MA,
1462,1-120 MEADOW DR (SOUTH ST EAST),RAYNHAM,MA,
1463,36 THIELS WAY,RAYNHAM,MA,
1464,75 WARREN STREET WEST,RAYNHAM,MA,
1465,133 MILL ST,RAYNHAM,MA,
1466,26 GARFIELD ST,ACUSHNET,MA,
1467,74 BANCROFT AVE,READING,MA,
1468,OAKLAND & WAVERLY,READING,MA,
1469,2 ELDERBERRY LN,READING,MA,
1470,6 PITMAN DR,READING,MA,
1471,75 PEARL ST,READING,MA,
1472,455 OLD BILLERICA RD,BEDFORD,MA,
1473,50 BAY STATE RD,READING,MA,
1474,40 SANBORN ST,READING,MA,
1475,260 CUSHMAN AVE,REVERE,MA,
1476,41 EVERETT AVE,BELCHERTOWN,MA,
1477,50 WALNUT AVE,REVERE,MA,
1478,47 NAHANT AVE,REVERE,MA,
1479,51 NAHANT AVE,REVERE,MA,
1480,53 NAHANT AVE,REVERE,MA,
1481,55 NAHANT AVE,REVERE,MA,
1482,104 BROADWAY,REVERE,MA,
1483,45 STATE/ 95 GEORGE HANNUM RD,BELCHERTOWN,MA,
1484, 154 BRADSTREET AVE,REVERE,MA,
1485,95 CRESCENT AVE,REVERE,MA,
1486,250 BROADWAY,REVERE,MA,
1487,14 VICTORIA ST,REVERE,MA,
1488,235 REVERE ST,REVERE,MA,
1489,420 REVERE BEACH BLVD,REVERE,MA,
1490,68 EAST WALNUT ST,BELCHERTOWN,MA,
1491,105-115 MARKET ST,ROCKLAND,MA,
1492,MEMORIAL DR (MARTHA DR&HANNAH WAY),ROCKLAND,MA,
1493,13 CURTIS ST,ROCKPORT,MA,
1494,55 NORTH MAIN ST,BELCHERTOWN,MA,
1495,KITEFIELD RD,ROCKPORT,MA,
1496,4 BROADWAY,ROCKPORT,MA,
1497,277 HAVERHILL ST,ROWLEY,MA,
1498,121 NORTH MAIN ST,BELCHERTOWN,MA,
1499,106 MAIN ST,RUTLAND,MA,
1500,11 MEMORIAL DR,RUTLAND,MA,
1501,290 ESSEX ST,SALEM,MA,
1502,5 BARTON SQ,SALEM,MA,
1503,27 CHARTER ST,SALEM,MA,
1504,3 BROAD ST,SALEM,MA,
1505,205 BRIDGE ST,SALEM,MA,
1506,45 ST PETER ST,SALEM,MA,
1507,86 ESSEX ST,SALEM,MA,
1508,100 LAFAYETTE ST,SALEM,MA,
1509,102 LAFAYETTE ST,SALEM,MA,
1510,98 LAFAYETTE ST,SALEM,MA,
1511,98-102 LAFAYETTE ST,SALEM,MA,
1512,23 MAIN ST,ACUSHNET,MA,
1513,40R HIGHLAND AVE,SALEM,MA,
1514,403-405 1/2 ESSEX ST,SALEM,MA,
1515,1000 LORING AVE,SALEM,MA,
1516,"10,12 FIRST ST",SALEM,MA,
1517,12 HERITAGE DR,SALEM,MA,
1518,2 ROGER RD,DANVERS,MA,
1519, 1 WASHINGTON ST,SALEM,MA,
1520,20 CENTRAL AV,SALEM,MA,
1521, 10 PEABODY ST,SALEM,MA,
1522, 100 CONGRESS ST,SALEM,MA,
1523, 34 PRINCE ST,SALEM,MA,
1524, 51 PALMER ST,SALEM,MA,
1525, 53 PALMER ST,SALEM,MA,
1526,12 PEABODY ST,SALEM,MA,
1527,24 PEABODY ST,SALEM,MA,
1528,8 PEABODY ST,SALEM,MA,
1529,"8-10, 12, 24 PEABODY ST; 1-16 PRINCE ST PLACE; 34 PRINCE STREET; 51-53 PALMER ST; 100 CONGRESS ST",SALEM,MA,
1530,8 DEPOT CT,BELLINGHAM,MA,
1531,12 POPE ST,SALEM,MA,
1532,64 HARBOR/PEABODY/WARD,SALEM,MA,
1533,104 LAFAYETTE ST,SALEM,MA,
1534,23 BEACH RD,SALISBURY,MA,
1535,23 TOMS WAY,SANDWICH,MA,
1536,20 TOMS WAY,SANDWICH,MA,
1537,10 WRENTHAM MANOR,BELLINGHAM,MA,
1538,22 TOMS WAY,SANDWICH,MA,
1539,5 LEVERIDGE LN,SANDWICH,MA,
1540,19 TALBOT ST,SAUGUS,MA,
1541,2 RICE ST,SAUGUS,MA,
1542,3 BAKER ST,SAUGUS,MA,
1543,5 & 7 BAKER ST,SAUGUS,MA,
1544,212 ESSEX ST,SAUGUS,MA,
1545,9 NEWHALL AVE,SAUGUS,MA,
1546,791 COUNTRY WAY,SCITUATE,MA,
1547,412 FIRST PARISH RD,SCITUATE,MA,
1548,664 COUNTRY WAY,SCITUATE,MA,
1549,* CARRYVILLE XING,BELLINGHAM,MA,
1550,65 N RIVER RD,SCITUATE,MA,
1551,22 VERNON RD,SCITUATE,MA,
1552,30-52 KENT ST,SCITUATE,MA,
1553,25 CHAPPELL ST,SEEKONK,MA,
1554,18 HIXSON FARM RD,SHARON,MA,
1555,26 HIXSON FARM RD,SHARON,MA,
1556,2601 BAY RD,SHARON,MA,
1557,215 PLEASANT ST,SHARON,MA,
1558,51 HIXSON FARM RD,SHARON,MA,
1559,"1,2,3 DEWEY WAY",SHEFFIELD,MA,
1560,4-11 DEWEY WAY,SHEFFIELD,MA,
1561,36 NORTH QUINSIGAMOND AVE,SHREWSBURY,MA,
1562,100 ARBOR DR,SHREWSBURY,MA,
1563,193 WESTHILL AVE,SOMERSET,MA,
1564,3200 COUNTY RD,SOMERSET,MA,
1565,252 MEDFORD ST,SOMERVILLE,MA,
1566,59 PEARSON RD,BELMONT,MA,
1567,114 HIGHLAND AVE,SOMERVILLE,MA,
1568, 40-60 RIVER RD,SOMERVILLE,MA,
1569, 5-25 CANAL LN,SOMERVILLE,MA,
1570, 70-90 RIVER RD,SOMERVILLE,MA,
1571,5-25 RIVER RD,SOMERVILLE,MA,
1572,15 WESTON AVE,SOMERVILLE,MA,
1573,500 MYSTIC AVE,SOMERVILLE,MA,
1574,75 MYRTLE ST,SOMERVILLE,MA,
1575,27 COLLEGE AVE,SOMERVILLE,MA,
1576,1366 BROADWAY,SOMERVILLE,MA,
1577,32 JACQUES ST,SOMERVILLE,MA,
1578,131 SYCAMORE ST,BELMONT,MA,
1579,13-25 WARREN AVE,SOMERVILLE,MA,
1580,17 MONMOUTH ST,SOMERVILLE,MA,
1581,268 WASHINGTON ST,SOMERVILLE,MA,
1582,386 BROADWAY,SOMERVILLE,MA,
1583,110 WALNUT ST,SOMERVILLE,MA,
1584,33 BOW ST,SOMERVILLE,MA,
1585,"33 BOW STREET, WESLEY PARK",SOMERVILLE,MA,
1586,25 HIGHLAND AVE,SOMERVILLE,MA,
1587,637 TRAPELO RD,BELMONT,MA,
1588,181 BROADWAY,SOMERVILLE,MA,
1589,167 HIGHLAND AVE,SOMERVILLE,MA,
1590,1366-1374 BROADWAY,SOMERVILLE,MA,
1591,84 WASHINGTON ST,SOMERVILLE,MA,
1592, 10 GILES PARK,SOMERVILLE,MA,
1593, 12 GILES PARK,SOMERVILLE,MA,
1594, 40 GLEN ST,SOMERVILLE,MA,
1595,38 GLEN ST,SOMERVILLE,MA,
1596,"38,40 GLEN ST/8, 10,12 GILES PK",SOMERVILLE,MA,
1597,8 GILES PARK,SOMERVILLE,MA,
1598,29-38 KENT ST,SOMERVILLE,MA,
1599,28-38 LINCOLN ST,SOMERVILLE,MA,
1600,57 MERRIAM ST,SOMERVILLE,MA,
1601,70 PERKINS ST,SOMERVILLE,MA,
1602,54 MT VERNON ST,SOMERVILLE,MA,
1603,104 CLARK LN,BELMONT,MA,
1604,58 MT VERNON ST,SOMERVILLE,MA,
